Property Name,Rent,Management Fee,Deposit,Key Money,Floor Plan,Area Size,Direction,Building Age,Address,Station Info,Agency Name,Agency Phone,Property URL
アーバネックス千代田淡路町,23.5万円,管理費 20000円,敷23.5万円,礼-,2LDK,40.08m2,南,,,"
都営新宿線/小川町駅 歩1分
ＪＲ山手線/神田駅 歩10分
ＪＲ総武線/御茶ノ水駅 歩12分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400175748/
アーバネックス千代田淡路町,23.7万円,管理費 20000円,敷23.7万円,礼-,2LDK,40.08m2,南東,,,"
東京メトロ丸ノ内線/淡路町駅 歩1分
ＪＲ山手線/神田駅 歩9分
東京メトロ千代田線/新御茶ノ水駅 歩1分
",,ソレイユ神田店 (株)ソレイユ,https://suumo.jp/chintai/bc_100400309798/
アーバネックス千代田淡路町,23.7万円,管理費 20000円,敷23.7万円,礼-,2LDK,40.08m2,南東,,,"
東京メトロ丸ノ内線/淡路町駅 歩1分
ＪＲ山手線/神田駅 歩9分
東京メトロ千代田線/新御茶ノ水駅 歩1分
",,アエラス新橋店 (株)アエラス.ER,https://suumo.jp/chintai/bc_100400482888/
アーバネックス千代田淡路町,23.7万円,管理費 20000円,敷23.7万円,礼-,2LDK,40.08m2,南,,,"
都営新宿線/小川町駅 歩1分
ＪＲ山手線/神田駅 歩10分
ＪＲ総武線/御茶ノ水駅 歩12分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400663601/
アーバネックス千代田淡路町,18.5万円,管理費 15000円,敷18.5万円,礼-,1LDK,31.96m2,-,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
東京メトロ千代田線/新御茶ノ水駅 歩5分
ＪＲ山手線/神田駅 歩10分
",,(株)金葉マネジメント本店,https://suumo.jp/chintai/bc_100400644828/
GENOVIA 東神田 green veil(ジェノヴィア東神田グリー,20.3万円,管理費 15000円,敷-,礼-,1LDK,42.71m2,西,,,"
ＪＲ総武線快速/馬喰町駅 歩4分
都営浅草線/浅草橋駅 歩6分
東京メトロ日比谷線/小伝馬町駅 歩9分
",,みんなのへや人形町駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400814022/
GENOVIA 東神田 green veil(ジェノヴィア東神田グリー,20.3万円,管理費 15000円,敷-,礼-,1LDK,42.71m2,西,,,"
ＪＲ総武線快速/馬喰町駅 歩4分
都営新宿線/岩本町駅 歩5分
都営浅草線/東日本橋駅 歩9分
",,みんなのへや八丁堀駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400811799/
GENOVIA 東神田 green veil(ジェノヴィア東神田グリー,20.3万円,管理費 15000円,敷-,礼-,1LDK,42.71m2,西,,,"
ＪＲ総武線快速/馬喰町駅 歩4分
都営新宿線/岩本町駅 歩5分
都営浅草線/東日本橋駅 歩9分
",,みんなのへや新橋店(株)Lotus Link,https://suumo.jp/chintai/bc_100400810311/
シルヴァーアウル 401号室,16万円,管理費 10000円,敷16万円,礼16万円,1LDK,42.04m2,南西,,,"
都営新宿線/岩本町駅 歩4分
ＪＲ総武線快速/馬喰町駅 歩7分
ＪＲ山手線/秋葉原駅 歩9分
",,グランデ日本橋店 (株)グランデ,https://suumo.jp/chintai/bc_100400005148/
シルヴァーアウル 401号室,16万円,管理費 10000円,敷16万円,礼16万円,1LDK,42.04m2,南西,,,"
都営新宿線/岩本町駅 歩4分
ＪＲ総武線快速/馬喰町駅 歩7分
ＪＲ山手線/秋葉原駅 歩9分
",,グランデ上野店 (株)グランデ,https://suumo.jp/chintai/bc_100400002373/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,北西,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩7分
ＪＲ総武線快速/新日本橋駅 歩13分
",,いい部屋ネット大東建託リーシング(株)亀戸店,https://suumo.jp/chintai/bc_100400124757/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,北西,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩7分
ＪＲ総武線快速/新日本橋駅 歩13分
",,いい部屋ネット大東建託リーシング(株)池袋東口店,https://suumo.jp/chintai/bc_100400064267/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,北西,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩7分
ＪＲ総武線快速/新日本橋駅 歩13分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400357384/
パークルール神田司町ロンド,15.2万円,管理費 15000円,敷15.2万円,礼-,1LDK,25.76m2,北西,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩7分
ＪＲ総武線快速/新日本橋駅 歩13分
",,いい部屋ネット大東建託リーシング(株)新宿店,https://suumo.jp/chintai/bc_100399957531/
レジディア神田岩本町ＩＩ,16万円,管理費 10000円,敷-,礼-,2K,37.26m2,南,,,"
都営新宿線/岩本町駅 歩3分
東京メトロ日比谷線/秋葉原駅 歩5分
ＪＲ山手線/秋葉原駅 歩4分
",,(株)S-FITお部屋探しCAFE ヘヤギメ!錦糸町店,https://suumo.jp/chintai/bc_100400824031/
ＪＲ総武線 水道橋駅 9階建 築27年,24万円,管理費 15000円,敷24万円,礼-,2LDK,63.95m2,-,,,"
ＪＲ総武線/水道橋駅 歩5分
都営三田線/神保町駅 歩6分
東京メトロ東西線/九段下駅 歩9分
",,(株)東京めぞん,https://suumo.jp/chintai/bc_100400540143/
ザ・パークハビオ飯田橋プレイス,21万円,管理費 15000円,敷21万円,礼-,1LDK,40.21m2,南,,,"
東京メトロ東西線/飯田橋駅 歩4分
東京メトロ東西線/九段下駅 歩6分
ＪＲ中央線/飯田橋駅 歩6分
",,(株)S-FITお部屋探しCAFE ヘヤギメ!御茶ノ水店,https://suumo.jp/chintai/bc_100400773207/
東京メトロ東西線 飯田橋駅 12階建 築4年,21万円,管理費 15000円,敷21万円,礼-,1LDK,40.21m2,-,,,"
東京メトロ東西線/飯田橋駅 歩4分
東京メトロ東西線/九段下駅 歩6分
ＪＲ中央線/水道橋駅 歩11分
",,(株)クライスホーム,https://suumo.jp/chintai/bc_100400783125/
ザ・パークハビオ飯田橋プレイス,21万円,管理費 15000円,敷21万円,礼-,1LDK,40.21m2,北,,,"
ＪＲ中央線/飯田橋駅 歩4分
都営新宿線/九段下駅 歩6分
東京メトロ半蔵門線/神保町駅 歩14分
",,(株)タウンハウジング東京 秋葉原店,https://suumo.jp/chintai/bc_100392259752/
レーヴ半蔵門,31.9万円,管理費 11000円,敷-,礼31.9万円,1SLDK,54.15m2,東,,,"
東京メトロ半蔵門線/半蔵門駅 歩3分
東京メトロ有楽町線/麹町駅 歩7分
東京メトロ南北線/永田町駅 歩7分
",,フランクエステート(株),https://suumo.jp/chintai/bc_100400784300/
パティオ神田,13万円,管理費 15000円,敷13万円,礼-,1LDK,30.04m2,北西,,,"
ＪＲ山手線/神田駅 歩5分
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩4分
",,(株)サンコーホーム,https://suumo.jp/chintai/bc_100400812032/
都営新宿線 神保町駅 14階建 新築,18.7万円,管理費 12000円,敷18.7万円,礼-,1LDK,32.51m2,南東,,,"
都営新宿線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩6分
ＪＲ中央線/御茶ノ水駅 歩10分
",,(株)TORAICHI,https://suumo.jp/chintai/bc_100400753004/
フォレシティ秋葉原,34.6万円,管理費 10000円,敷34.6万円,礼34.6万円,2LDK,62.1m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩2分
ＪＲ山手線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩6分
",,リブマックス高田馬場店(株)リブマックスリーシング,https://suumo.jp/chintai/bc_100400834720/
ＰＥＡＫＳ神田,18.9万円,管理費 10000円,敷18.9万円,礼-,1LDK,40.13m2,南,,,"
ＪＲ総武線快速/新日本橋駅 歩4分
ＪＲ山手線/神田駅 歩6分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400004287/
都営三田線 神保町駅 12階建 築4年,22.5万円,管理費 -,敷22.5万円,礼45万円,1LDK,43.48m2,-,,,"
都営三田線/神保町駅 歩4分
東京メトロ千代田線/新御茶ノ水駅 歩6分
都営新宿線/小川町駅 歩8分
",,(株)Ivel,https://suumo.jp/chintai/bc_100400774343/
東京メトロ日比谷線 秋葉原駅 11階建 築3年,24.4万円,管理費 18000円,敷24.4万円,礼24.4万円,2LDK,51.63m2,東,,,"
東京メトロ日比谷線/秋葉原駅 歩7分
ＪＲ総武線/浅草橋駅 歩5分
都営新宿線/岩本町駅 歩7分
",,ファストリビング麹町本店(株)ファスト不動産,https://suumo.jp/chintai/bc_100301835980/
ＰＥＡＫＳ神田,19万円,管理費 10000円,敷19万円,礼-,1LDK,40.13m2,南,,,"
ＪＲ総武線快速/新日本橋駅 歩4分
ＪＲ山手線/神田駅 歩6分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400004526/
ＪＲ総武線快速 馬喰町駅 16階建 築17年,20.2万円,管理費 13000円,敷20.2万円,礼-,1LDK,49.01m2,北西,,,"
ＪＲ総武線快速/馬喰町駅 歩4分
都営新宿線/馬喰横山駅 歩6分
東京メトロ日比谷線/小伝馬町駅 歩5分
",,Keeyls(株),https://suumo.jp/chintai/bc_100397108967/
グラントゥルース神田岩本町 202号室,16.9万円,管理費 9000円,敷-,礼-,1LDK,44.47m2,北,,,"
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩5分
ＪＲ山手線/神田駅 歩7分
",,神宮前不動産(株)公園前店,https://suumo.jp/chintai/bc_100400786119/
東京メトロ半蔵門線 半蔵門駅 10階建 築44年,26.5万円,管理費 15000円,敷26.5万円,礼26.5万円,2LDK,86.55m2,東,,,"
東京メトロ半蔵門線/半蔵門駅 歩4分
東京メトロ有楽町線/麹町駅 歩6分
東京メトロ南北線/永田町駅 歩8分
",,お部屋探し情報館(株)エーアイアール麻布十番本店,https://suumo.jp/chintai/bc_100400827326/
東京メトロ日比谷線 秋葉原駅 11階建 築3年,25.2万円,管理費 18000円,敷25.2万円,礼25.2万円,2LDK,51.63m2,東,,,"
東京メトロ日比谷線/秋葉原駅 歩7分
ＪＲ総武線/浅草橋駅 歩5分
都営新宿線/岩本町駅 歩7分
",,ファストリビング麹町本店(株)ファスト不動産,https://suumo.jp/chintai/bc_100390106437/
Ｂｅｌｌｅ　Ｖｕｅ　千代田飯田橋 1102号室,24万円,管理費 10000円,敷24万円,礼24万円,1LDK,38.43m2,南,,,"
東京メトロ東西線/飯田橋駅 歩4分
ＪＲ中央線/飯田橋駅 歩6分
東京メトロ東西線/九段下駅 歩6分
",,(株)S-FITお部屋探しCAFE ヘヤギメ!錦糸町店,https://suumo.jp/chintai/bc_100400824018/
ピークス神田【PEAKS神田】,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,東,,,"
ＪＲ総武線快速/新日本橋駅 歩3分
ＪＲ山手線/神田駅 歩5分
東京メトロ銀座線/三越前駅 歩5分
",,トレント飯田橋支店(株)クルーズカンパニー,https://suumo.jp/chintai/bc_100400828842/
東京メトロ日比谷線 秋葉原駅 9階建 築19年,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,39.58m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩4分
都営新宿線/岩本町駅 歩7分
ＪＲ総武線/浅草橋駅 歩7分
",,(株)Ivel,https://suumo.jp/chintai/bc_100400774346/
パークアクシス秋葉原,18万円,管理費 10000円,敷18万円,礼18万円,1LDK,39.58m2,南,,,"
東京メトロ日比谷線/秋葉原駅 歩4分
ＪＲ山手線/秋葉原駅 歩5分
都営新宿線/岩本町駅 歩8分
",,(株)BaseLiving,https://suumo.jp/chintai/bc_100400785771/
パークアクシス神田レジデンス 904号室,21.7万円,管理費 12000円,敷21.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ中央線/神田駅 歩8分
",,そらうみリアルエステート(株)賃貸事業本部,https://suumo.jp/chintai/bc_100400753012/
パークアクシス神田レジデンス 904号室,21.7万円,管理費 12000円,敷21.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ中央線/神田駅 歩8分
",,そらうみリアルエステート(株)本店,https://suumo.jp/chintai/bc_100400752943/
パークアクシス神田レジデンス 904号室,21.7万円,管理費 12000円,敷21.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ中央線/神田駅 歩8分
",,(株)ユウキ・ホーム麻布十番サテライト店,https://suumo.jp/chintai/bc_100400752412/
パークアクシス神田レジデンス 904号室,21.7万円,管理費 12000円,敷21.7万円,礼-,1LDK,33.34m2,東,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ中央線/神田駅 歩8分
",,(株)ユウキ・ホーム麻布十番網代公園店,https://suumo.jp/chintai/bc_100400752908/
パークルール大手町,16.5万円,管理費 20000円,敷-,礼-,1LDK,27.21m2,南,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
都営新宿線/小川町駅 歩4分
ＪＲ山手線/神田駅 歩9分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100352400355/
パークタワー秋葉原,18.9万円,管理費 -,敷18.9万円,礼18.9万円,1LDK,42.1m2,東,,,"
ＪＲ山手線/秋葉原駅 歩4分
東京メトロ銀座線/末広町駅 歩6分
都営新宿線/岩本町駅 歩7分
",,みんなのへや八丁堀駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400811763/
パークタワー秋葉原,18.9万円,管理費 -,敷18.9万円,礼18.9万円,1LDK,42.1m2,東,,,"
ＪＲ山手線/秋葉原駅 歩4分
東京メトロ銀座線/末広町駅 歩6分
都営新宿線/岩本町駅 歩7分
",,みんなのへや新橋店(株)Lotus Link,https://suumo.jp/chintai/bc_100400810201/
パークタワー秋葉原,18.9万円,管理費 -,敷18.9万円,礼18.9万円,1LDK,42.1m2,東,,,"
ＪＲ山手線/秋葉原駅 歩4分
東京メトロ銀座線/末広町駅 歩6分
都営新宿線/岩本町駅 歩7分
",,みんなのへや人形町駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400814042/
東京メトロ有楽町線 市ケ谷駅 地下1地上4階建 築5年,28.9万円,管理費 4400円,敷-,礼28.9万円,2LDK,59.01m2,南東,,,"
東京メトロ有楽町線/市ケ谷駅 歩7分
東京メトロ半蔵門線/半蔵門駅 歩9分
東京メトロ有楽町線/麹町駅 歩11分
",,(株)ルーム,https://suumo.jp/chintai/bc_100400752136/
東京メトロ銀座線 神田駅 11階建 築12年,18万円,管理費 -,敷18万円,礼18万円,1LDK,40.01m2,南,,,"
東京メトロ銀座線/神田駅 歩5分
東京メトロ丸ノ内線/淡路町駅 歩4分

",,(株)Ivel,https://suumo.jp/chintai/bc_100400774344/
グランジット神田司町,18.8万円,管理費 13000円,敷-,礼18.8万円,1LDK,43.18m2,北西,,,"
東京メトロ丸ノ内線/淡路町駅 歩4分
ＪＲ山手線/神田駅 歩8分
ＪＲ総武線/御茶ノ水駅 歩13分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400003852/
パークコート千代田四番町,40万円,管理費 20000円,敷40万円,礼40万円,2LDK,55.77m2,北西,,,"
ＪＲ中央線/市ケ谷駅 歩6分
東京メトロ有楽町線/麹町駅 歩4分
東京メトロ半蔵門線/半蔵門駅 歩11分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400357269/
ベルファース神田神保町 1006号室,23.4万円,管理費 15000円,敷23.4万円,礼-,1LDK,40.08m2,南東,,,"
東京メトロ半蔵門線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩8分
都営三田線/神保町駅 歩4分
",,(株)S-FITお部屋探しCAFE ヘヤギメ!錦糸町店,https://suumo.jp/chintai/bc_100400824022/
パークアクシス神保町,23.7万円,管理費 12000円,敷23.7万円,礼23.7万円,1LDK,41.03m2,南西,,,"
都営新宿線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩6分
東京メトロ半蔵門線/九段下駅 歩9分
",,(株)タウンハウジング東京 秋葉原店,https://suumo.jp/chintai/bc_100374611447/
パークハウス・ジオ六番町 201号室,82万円,管理費 30000円,敷82万円,礼82万円,2LDK,115.01m2,南東,,,"
ＪＲ総武線/四ツ谷駅 歩5分
東京メトロ有楽町線/麹町駅 歩9分
ＪＲ中央線/市ケ谷駅 歩10分
",,いい部屋ネット大東建託リーシング(株)北千住駅前店,https://suumo.jp/chintai/bc_100400357198/
パークアクシス神保町 501号室,24万円,管理費 12000円,敷24万円,礼24万円,1LDK,41.03m2,南西,,,"
都営新宿線/神保町駅 歩4分
ＪＲ総武線/水道橋駅 歩6分
都営三田線/神保町駅 歩6分
",,(株)BaseLiving,https://suumo.jp/chintai/bc_100400791589/
ＪＲ中央線 市ケ谷駅 14階建 築2年,42万円,管理費 -,敷42万円,礼42万円,2LDK,55.77m2,北西,,,"
ＪＲ中央線/市ケ谷駅 歩6分
東京メトロ有楽町線/麹町駅 歩4分
東京メトロ半蔵門線/半蔵門駅 歩9分
",,御茶ノ水不動産スーペリアホーム スーペリアス(株),https://suumo.jp/chintai/bc_100400639591/
都営新宿線 岩本町駅 13階建 築18年,16万円,管理費 10000円,敷-,礼-,2K,37.26m2,南,,,"
都営新宿線/岩本町駅 歩3分
東京メトロ日比谷線/小伝馬町駅 歩7分
ＪＲ総武線/秋葉原駅 歩8分
",,御茶ノ水不動産スーペリアホーム スーペリアス(株),https://suumo.jp/chintai/bc_100399339796/
東京メトロ東西線 九段下駅 地下1地上13階建 築10年,21.5万円,管理費 18000円,敷21.5万円,礼-,1LDK,40.07m2,南,,,"
東京メトロ東西線/九段下駅 歩3分
東京メトロ東西線/飯田橋駅 歩5分
都営三田線/水道橋駅 歩12分
",,(株)ステップボード,https://suumo.jp/chintai/bc_100400778844/
ベルファース神田神保町 1204号室,24.5万円,管理費 15000円,敷24.5万円,礼-,1LDK,40.08m2,南東,,,"
東京メトロ半蔵門線/神保町駅 歩4分
ＪＲ中央線/水道橋駅 歩8分
都営三田線/神保町駅 歩4分
",,フランクエステート(株),https://suumo.jp/chintai/bc_100400784226/
ＪＲ中央線 飯田橋駅 地下2地上40階建 築11年,33.7万円,管理費 15000円,敷33.7万円,礼67.4万円,1LDK,45.97m2,南東,,,"
ＪＲ中央線/飯田橋駅 歩4分
東京メトロ有楽町線/飯田橋駅 歩4分

",,Keeyls(株),https://suumo.jp/chintai/bc_100400779351/
Belle Vue 千代田飯田橋　ベルビュー千代田飯田橋 604号室,20.8万円,管理費 10000円,敷20.8万円,礼20.8万円,1LDK,36.72m2,-,,,"
東京メトロ東西線/飯田橋駅 歩4分
都営三田線/水道橋駅 歩17分
東京メトロ丸ノ内線/後楽園駅 歩18分
",,(株)ユウキ・ホーム麻布十番網代公園店,https://suumo.jp/chintai/bc_100385040748/
Belle Vue 千代田飯田橋　ベルビュー千代田飯田橋 604号室,20.8万円,管理費 10000円,敷20.8万円,礼20.8万円,1LDK,36.72m2,-,,,"
東京メトロ東西線/飯田橋駅 歩4分
都営三田線/水道橋駅 歩17分
東京メトロ丸ノ内線/後楽園駅 歩18分
",,(株)ユウキ・ホーム麻布十番サテライト店,https://suumo.jp/chintai/bc_100385034846/
Belle Vue 千代田飯田橋　ベルビュー千代田飯田橋 604号室,20.8万円,管理費 10000円,敷20.8万円,礼20.8万円,1LDK,36.72m2,-,,,"
東京メトロ東西線/飯田橋駅 歩4分
都営三田線/水道橋駅 歩17分
東京メトロ丸ノ内線/後楽園駅 歩18分
",,そらうみリアルエステート(株)本店,https://suumo.jp/chintai/bc_100385040950/
ＰＥＡＫＳ神田,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,東,,,"
ＪＲ山手線/神田駅 歩5分
ＪＲ総武線快速/新日本橋駅 歩4分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,東急リバブル(株)銀座センター,https://suumo.jp/chintai/bc_100400791976/
ＰＥＡＫＳ神田,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,東,,,"
ＪＲ山手線/神田駅 歩5分
ＪＲ総武線快速/新日本橋駅 歩4分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,いい部屋ネット大東建託リーシング(株)新宿店,https://suumo.jp/chintai/bc_100400819787/
ＰＥＡＫＳ神田,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,東,,,"
ＪＲ山手線/神田駅 歩5分
ＪＲ総武線快速/新日本橋駅 歩4分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,(株)タウンハウジング東京 御茶ノ水店,https://suumo.jp/chintai/bc_100397990043/
ＪＲ山手線 神田駅 14階建 築8年,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,-,,,"
ＪＲ山手線/神田駅 歩5分
東京メトロ銀座線/三越前駅 歩5分
東京メトロ日比谷線/秋葉原駅 歩9分
",,(株)アインスホーム神田東口支店,https://suumo.jp/chintai/bc_100400812927/
ＪＲ山手線 神田駅 14階建 築8年,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,-,,,"
ＪＲ山手線/神田駅 歩5分
東京メトロ銀座線/三越前駅 歩5分
東京メトロ日比谷線/秋葉原駅 歩9分
",,(株)アインスホーム神田駅前店,https://suumo.jp/chintai/bc_100400806550/
ＪＲ山手線 神田駅 14階建 築8年,16.9万円,管理費 10000円,敷16.9万円,礼-,1LDK,35.74m2,東,,,"
ＪＲ山手線/神田駅 歩5分
ＪＲ総武線快速/新日本橋駅 歩4分
東京メトロ日比谷線/小伝馬町駅 歩7分
",,(株)Lim estate,https://suumo.jp/chintai/bc_100400833990/
フトューロ東神田,17.9万円,管理費 15000円,敷8.95万円,礼17.9万円,1LDK,43.42m2,南,,,"
都営浅草線/浅草橋駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩6分
都営新宿線/岩本町駅 歩8分
",,みんなのへや新橋店(株)Lotus Link,https://suumo.jp/chintai/bc_100400777059/
フトューロ東神田,17.9万円,管理費 15000円,敷8.95万円,礼17.9万円,1LDK,43.42m2,南,,,"
都営浅草線/浅草橋駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩6分
ＪＲ山手線/秋葉原駅 歩8分
",,みんなのへや八丁堀駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400777412/
フトューロ東神田,17.9万円,管理費 15000円,敷8.95万円,礼17.9万円,1LDK,43.42m2,東,,,"
ＪＲ総武線/浅草橋駅 歩3分
ＪＲ山手線/秋葉原駅 歩8分
都営新宿線/岩本町駅 歩10分
",,(株)BaseLiving,https://suumo.jp/chintai/bc_100400791777/
フトューロ東神田,17.9万円,管理費 15000円,敷8.95万円,礼17.9万円,1LDK,43.42m2,南,,,"
都営浅草線/浅草橋駅 歩3分
ＪＲ総武線快速/馬喰町駅 歩6分
都営新宿線/馬喰横山駅 歩10分
",,みんなのへや人形町駅前店(株)Lotus Link,https://suumo.jp/chintai/bc_100400777729/
ＪＲ中央線 飯田橋駅 12階建 築4年,21万円,管理費 15000円,敷21万円,礼-,1LDK,40.21m2,南,,,"
ＪＲ中央線/飯田橋駅 歩4分
東京メトロ東西線/九段下駅 歩6分
都営三田線/水道橋駅 歩10分
",,御茶ノ水不動産スーペリアホーム スーペリアス(株),https://suumo.jp/chintai/bc_100392313041/
東京メトロ東西線 飯田橋駅 12階建 築4年,21万円,管理費 15000円,敷21万円,礼-,1LDK,40.21m2,南,,,"
東京メトロ東西線/飯田橋駅 歩4分
都営新宿線/九段下駅 歩6分
ＪＲ中央線/水道橋駅 歩10分
",,(株)REVE飯田橋店,https://suumo.jp/chintai/bc_100394092005/
ダイナシティ神保町,16万円,管理費 -,敷16万円,礼16万円,1LDK,32.3m2,南,,,"
東京メトロ半蔵門線/神保町駅 歩3分
ＪＲ中央線/水道橋駅 歩7分
東京メトロ東西線/九段下駅 歩7分
",,ピタットハウス飯田橋店スターツピタットハウス(株),https://suumo.jp/chintai/bc_100400825855/
シティインデックス神田,15.3万円,管理費 12000円,敷15.3万円,礼15.3万円,1LDK,32.93m2,南,,,"
都営新宿線/岩本町駅 歩3分
ＪＲ山手線/秋葉原駅 歩8分
ＪＲ山手線/神田駅 歩6分
",,アエラス新橋店 (株)アエラス.ER,https://suumo.jp/chintai/bc_100400410813/
シティインデックス神田,15.3万円,管理費 12000円,敷15.3万円,礼15.3万円,1LDK,32.93m2,南,,,"
都営新宿線/岩本町駅 歩3分
ＪＲ山手線/秋葉原駅 歩8分
ＪＲ山手線/神田駅 歩6分
",,ソレイユ神田店 (株)ソレイユ,https://suumo.jp/chintai/bc_100400479416/
シティインデックス神田,15.3万円,管理費 12000円,敷15.3万円,礼15.3万円,1LDK,32.93m2,南,,,"
都営新宿線/岩本町駅 歩3分
ＪＲ山手線/秋葉原駅 歩8分
ＪＲ山手線/神田駅 歩6分
",,アエラス御茶ノ水店 (株)アエラス,https://suumo.jp/chintai/bc_100400415496/
シティインデックス神田（０１２１７０）,15.3万円,管理費 12000円,敷15.3万円,礼15.3万円,1LDK,32.93m2,南,,,"
都営新宿線/岩本町駅 歩3分
ＪＲ山手線/神田駅 歩6分
ＪＲ総武線/秋葉原駅 歩8分
",,住まいの情報館 グローバル本店(株)D2,https://suumo.jp/chintai/bc_100400192497/
グラントゥルース神田岩本町,16.9万円,管理費 9000円,敷-,礼-,1LDK,44.47m2,北,,,"
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩5分
ＪＲ山手線/神田駅 歩7分
",,アエラス新橋店 (株)アエラス.ER,https://suumo.jp/chintai/bc_100400129781/
グラントゥルース神田岩本町,16.9万円,管理費 9000円,敷-,礼-,1LDK,44.47m2,北,,,"
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩5分
ＪＲ山手線/神田駅 歩7分
",,アエラス御茶ノ水店 (株)アエラス,https://suumo.jp/chintai/bc_100400053077/
グラントゥルース神田岩本町,16.9万円,管理費 9000円,敷-,礼-,1LDK,44.47m2,北,,,"
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩5分
ＪＲ山手線/神田駅 歩7分
",,ソレイユ神田店 (株)ソレイユ,https://suumo.jp/chintai/bc_100400126657/
グラントゥルース神田岩本町,16.9万円,管理費 9000円,敷-,礼-,1LDK,44.47m2,-,,,"
東京メトロ日比谷線/小伝馬町駅 歩4分
都営新宿線/岩本町駅 歩5分
ＪＲ山手線/神田駅 歩7分
",,(株)TNOベストハウス錦糸町本店,https://suumo.jp/chintai/bc_100400068438/
パークルール神田司町ロンド,15万円,管理費 15000円,敷15万円,礼-,1LDK,25.76m2,西,,,"
東京メトロ丸ノ内線/淡路町駅 歩3分
ＪＲ山手線/神田駅 歩6分
都営新宿線/小川町駅 歩3分
",,グランデ池袋店 (株)グランデ,https://suumo.jp/chintai/bc_100399958675/
